#,Job Name,position oracle id,candidate name,email,id name,mobile number,candidate type,job id,candidate id,stage,stage start date,stage end date,interview date,joining date,added by
9,PM,,abcd efg,abc@mailinator.com,2333453543,+966535534343,contractual,97,150,JobOffer,14 Jan 2021 09:17:25,,21 Jan 2021,,Recruiter Mod
1,PM,,Muzummil Test,muzummil.gujjar@gmail.com,3213213213,+966312321312,contractual,56,149,Applied,14 Jan 2021 07:47:02,14 Jan 2021 07:53:05,,,M-DEPUTY M-DEPUTY
2,PM,,Muzummil Test,muzummil.gujjar@gmail.com,3213213213,+966312321312,contractual,56,149,Shortlisted,14 Jan 2021 07:53:05,14 Jan 2021 07:53:11,,,Recruiter Mod
3,PM,,Muzummil Test,muzummil.gujjar@gmail.com,3213213213,+966312321312,contractual,56,149,Shared,14 Jan 2021 07:53:11,14 Jan 2021 07:55:13,,,Recruiter Mod
4,PM,,Muzummil Test,muzummil.gujjar@gmail.com,3213213213,+966312321312,contractual,56,149,Selected,14 Jan 2021 07:55:13,,,,M-DEPUTY M-DEPUTY
1,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,Applied,12 Jan 2021 16:07:17,12 Jan 2021 16:07:23,22 Jan 2021,26 Jan 2021,Recruiter Mod
2,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,Shortlisted,12 Jan 2021 16:07:23,12 Jan 2021 16:07:26,22 Jan 2021,26 Jan 2021,Recruiter Mod
3,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,Shared,12 Jan 2021 16:07:26,12 Jan 2021 16:08:07,22 Jan 2021,26 Jan 2021,Recruiter Mod
4,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,Selected,12 Jan 2021 16:08:07,12 Jan 2021 16:09:01,22 Jan 2021,26 Jan 2021,Unit Manager
5,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,Interview,12 Jan 2021 16:09:01,12 Jan 2021 16:10:00,22 Jan 2021,26 Jan 2021,Recruiter Mod
6,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,PassInterview,12 Jan 2021 16:10:00,12 Jan 2021 16:11:25,22 Jan 2021,26 Jan 2021,Unit Manager
7,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,SecurityClearance,12 Jan 2021 16:11:25,12 Jan 2021 16:11:27,22 Jan 2021,26 Jan 2021,Recruiter Mod
8,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,Assessment,12 Jan 2021 16:11:27,12 Jan 2021 16:11:27,22 Jan 2021,26 Jan 2021,Recruiter Mod
9,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,JobOffer,12 Jan 2021 16:11:27,12 Jan 2021 19:52:05,22 Jan 2021,26 Jan 2021,Recruiter Mod
10,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,OnBoarding,12 Jan 2021 19:52:05,12 Jan 2021 19:52:21,22 Jan 2021,26 Jan 2021,Recruiter Mod
11,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,OnBoarding,12 Jan 2021 19:52:21,12 Jan 2021 19:59:12,22 Jan 2021,26 Jan 2021,Recruitment Manager
12,PM,,yakout doe,yakdoe@mailinator.com,6745643637,+96653343434,contractual,97,148,Completed,12 Jan 2021 19:59:12,,22 Jan 2021,26 Jan 2021,Recruitment Manager
1,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,Applied,12 Jan 2021 07:11:45,12 Jan 2021 07:12:08,14 Jan 2021,,Recruiter Mod
2,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,Shortlisted,12 Jan 2021 07:12:08,12 Jan 2021 07:12:11,14 Jan 2021,,Recruiter Mod
3,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,Shared,12 Jan 2021 07:12:11,12 Jan 2021 07:14:52,14 Jan 2021,,Recruiter Mod
4,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,Selected,12 Jan 2021 07:14:52,12 Jan 2021 08:48:35,14 Jan 2021,,Unit Manager
5,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,Interview,12 Jan 2021 08:48:35,12 Jan 2021 09:06:18,14 Jan 2021,,Recruiter Mod
6,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,PassInterview,12 Jan 2021 09:06:18,12 Jan 2021 09:07:50,14 Jan 2021,,Unit Manager
7,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,SecurityClearance,12 Jan 2021 09:07:50,12 Jan 2021 09:07:52,14 Jan 2021,,Recruiter Mod
8,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,Assessment,12 Jan 2021 09:07:52,12 Jan 2021 09:07:52,14 Jan 2021,,Recruiter Mod
9,PM,,John Doe,johndoeone@mailinator.com,2432325452,+96653564343,contractual,97,147,JobOffer,12 Jan 2021 09:07:52,,14 Jan 2021,,Recruiter Mod
1,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,Applied,07 Jan 2021 13:01:46,07 Jan 2021 13:02:10,20 Jan 2021,,Recruiter Mod
2,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,Shortlisted,07 Jan 2021 13:02:10,07 Jan 2021 13:02:14,20 Jan 2021,,Recruiter Mod
3,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,Shared,07 Jan 2021 13:02:14,07 Jan 2021 13:05:39,20 Jan 2021,,Recruiter Mod
4,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,Selected,07 Jan 2021 13:05:39,07 Jan 2021 13:06:32,20 Jan 2021,,Agency Manager
5,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,Interview,07 Jan 2021 13:06:32,07 Jan 2021 13:08:56,20 Jan 2021,,Recruiter Mod
6,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,PassInterview,07 Jan 2021 13:08:56,07 Jan 2021 13:10:26,20 Jan 2021,,Agency Manager
7,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,SecurityClearance,07 Jan 2021 13:10:26,07 Jan 2021 13:10:28,20 Jan 2021,,Recruiter Mod
8,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,Assessment,07 Jan 2021 13:10:28,07 Jan 2021 13:10:28,20 Jan 2021,,Recruiter Mod
9,PM,,Walter Doe,walter@mailinator.com,3423332323,+96651343434,contractual,97,146,JobOffer,07 Jan 2021 13:10:28,,20 Jan 2021,,Recruiter Mod
1,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,Applied,07 Jan 2021 11:42:38,07 Jan 2021 11:43:00,13 Jan 2021,20 Jan 2021,Recruiter Mod
2,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,Shortlisted,07 Jan 2021 11:43:00,07 Jan 2021 11:43:04,13 Jan 2021,20 Jan 2021,Recruiter Mod
3,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,Shared,07 Jan 2021 11:43:04,07 Jan 2021 11:43:49,13 Jan 2021,20 Jan 2021,Recruiter Mod
4,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,Selected,07 Jan 2021 11:43:49,07 Jan 2021 11:44:30,13 Jan 2021,20 Jan 2021,Unit Manager
5,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,Interview,07 Jan 2021 11:44:30,07 Jan 2021 11:45:20,13 Jan 2021,20 Jan 2021,Recruiter Mod
6,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,PassInterview,07 Jan 2021 11:45:20,07 Jan 2021 12:21:48,13 Jan 2021,20 Jan 2021,Unit Manager
7,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,SecurityClearance,07 Jan 2021 12:21:48,07 Jan 2021 12:21:48,13 Jan 2021,20 Jan 2021,Recruiter Mod
8,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,Assessment,07 Jan 2021 12:21:48,07 Jan 2021 12:21:48,13 Jan 2021,20 Jan 2021,Recruiter Mod
9,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,JobOffer,07 Jan 2021 12:21:48,07 Jan 2021 12:57:42,13 Jan 2021,20 Jan 2021,Recruiter Mod
10,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,OnBoarding,07 Jan 2021 12:57:42,14 Jan 2021 08:40:27,13 Jan 2021,20 Jan 2021,Recruitment Manager
11,PM,,Jane Doe,janedoe@mailinator.com,2325738344,+966513434232,contractual,97,145,Completed,14 Jan 2021 08:40:27,,13 Jan 2021,20 Jan 2021,Recruitment Manager
1,PM,,Yakout doe,yakout@mailinator.com,3534534335,+966513342323,contractual,97,144,Applied,07 Jan 2021 06:48:54,,,,Recruiter Mod
1,Talent manager,,tareq issa,issatareq@gmail.com,2434353535,+966545535354,civilian,91,143,Applied,23 Nov 2020 07:59:01,,,,Recruiter Mod
1,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,Applied,23 Nov 2020 07:57:14,23 Nov 2020 08:04:12,,21 Jan 2021,Recruiter Mod
2,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,Shortlisted,23 Nov 2020 08:04:12,23 Nov 2020 08:04:16,,21 Jan 2021,Recruiter Mod
3,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,Shared,23 Nov 2020 08:04:16,23 Nov 2020 09:05:43,,21 Jan 2021,Recruiter Mod
4,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,Selected,23 Nov 2020 09:05:43,23 Nov 2020 11:48:28,,21 Jan 2021,Unit Manager
5,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,Interview,23 Nov 2020 11:48:28,23 Nov 2020 12:04:45,,21 Jan 2021,Recruiter Mod
6,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,PassInterview,23 Nov 2020 12:04:45,23 Nov 2020 12:38:44,,21 Jan 2021,Unit Manager
7,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,SecurityClearance,23 Nov 2020 12:38:44,23 Dec 2020 13:23:08,,21 Jan 2021,Recruiter Mod
8,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,JobOffer,23 Dec 2020 13:23:08,07 Jan 2021 11:40:27,,21 Jan 2021,Recruiter Mod
9,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,OnBoarding,07 Jan 2021 11:40:27,12 Jan 2021 14:30:20,,21 Jan 2021,Recruiter Mod
10,PM,,Tareq Issa,tareq.isssssa@gmail.com,2434425252,+966545353434,contractual,97,142,Completed,12 Jan 2021 14:30:20,,,21 Jan 2021,Recruiter Mod
1,Talent manager,,ABC USER,abc@abc.com,4321432432,+966789070870,civilian,91,141,Applied,23 Nov 2020 07:25:33,,,,Recruiter Mod
1,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,Applied,21 Oct 2020 09:19:22,21 Oct 2020 09:19:42,,,Recruiter Mod
2,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,Shortlisted,21 Oct 2020 09:19:42,21 Oct 2020 09:20:04,,,Recruiter Mod
3,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,Shared,21 Oct 2020 09:20:04,21 Oct 2020 09:21:09,,,Recruiter Mod
4,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,Selected,21 Oct 2020 09:21:09,29 Oct 2020 10:53:35,,,Agency Manager
5,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,Interview,29 Oct 2020 10:53:35,29 Oct 2020 10:54:36,,,Recruiter Mod
6,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,PassInterview,29 Oct 2020 10:54:36,29 Oct 2020 10:55:43,,,Agency Manager
7,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,SecurityClearance,29 Oct 2020 10:55:43,29 Oct 2020 10:55:45,,,Recruiter Mod
8,Test,,khalid madi,khalid@gmail.com,1423425125,+966535355345,contractual,94,140,Assessment,29 Oct 2020 10:55:45,,,,Recruiter Mod
1,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,Applied,21 Oct 2020 09:13:56,21 Oct 2020 09:14:42,21 Oct 2020,,Recruiter Mod
2,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,Shortlisted,21 Oct 2020 09:14:42,21 Oct 2020 09:14:45,21 Oct 2020,,Recruiter Mod
3,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,Shared,21 Oct 2020 09:14:45,21 Oct 2020 09:17:28,21 Oct 2020,,Recruiter Mod
4,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,Selected,21 Oct 2020 09:17:28,14 Jan 2021 14:53:53,21 Oct 2020,,Agency Manager
5,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,Interview,14 Jan 2021 14:53:53,14 Jan 2021 18:16:10,21 Oct 2020,,Recruiter Mod
6,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,PassInterview,14 Jan 2021 18:16:10,14 Jan 2021 18:25:02,21 Oct 2020,,Agency Manager
7,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,SecurityClearance,14 Jan 2021 18:25:02,14 Jan 2021 18:25:04,21 Oct 2020,,Recruiter Mod
8,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,Assessment,14 Jan 2021 18:25:04,14 Jan 2021 18:25:04,21 Oct 2020,,Recruiter Mod
9,Test,,Conf Int,confint@mailinator.com,6344343343,+966534343434,contractual,94,139,JobOffer,14 Jan 2021 18:25:04,,21 Oct 2020,,Recruiter Mod
1,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,Applied,19 Oct 2020 12:00:54,19 Oct 2020 12:00:58,,,Recruiter Mod
2,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,Shortlisted,19 Oct 2020 12:00:58,19 Oct 2020 12:01:06,,,Recruiter Mod
3,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,Shared,19 Oct 2020 12:01:06,19 Oct 2020 12:01:56,,,Recruiter Mod
4,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,Selected,19 Oct 2020 12:01:56,19 Oct 2020 12:02:49,,,Agency Manager
5,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,Interview,19 Oct 2020 12:02:49,29 Oct 2020 10:26:51,,,Recruiter Mod
6,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,PassInterview,29 Oct 2020 10:26:51,29 Oct 2020 10:47:47,,,Agency Manager
7,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,SecurityClearance,29 Oct 2020 10:47:47,29 Oct 2020 10:47:49,,,Recruiter Mod
8,Test,,Tareq Issa,ahaha@gmail.com,1625353637,+966554637478,contractual,94,138,Assessment,29 Oct 2020 10:47:49,,,,Recruiter Mod
1,مسؤول موارد بشرية,,captain doe,cap@mailinator.cpom,5346763675,+966534343434,contractual,93,137,Applied,19 Oct 2020 11:48:39,19 Oct 2020 11:49:22,23 Oct 2020,,Recruiter Mod
2,مسؤول موارد بشرية,,captain doe,cap@mailinator.cpom,5346763675,+966534343434,contractual,93,137,Shortlisted,19 Oct 2020 11:49:22,19 Oct 2020 11:49:28,23 Oct 2020,,Recruiter Mod
3,مسؤول موارد بشرية,,captain doe,cap@mailinator.cpom,5346763675,+966534343434,contractual,93,137,Shared,19 Oct 2020 11:49:28,19 Oct 2020 11:53:15,23 Oct 2020,,Recruiter Mod
4,مسؤول موارد بشرية,,captain doe,cap@mailinator.cpom,5346763675,+966534343434,contractual,93,137,Selected,19 Oct 2020 11:53:15,14 Feb 2021 17:15:52,23 Oct 2020,,Agency Manager
5,مسؤول موارد بشرية,,captain doe,cap@mailinator.cpom,5346763675,+966534343434,contractual,93,137,Interview,14 Feb 2021 17:15:52,,23 Oct 2020,,Recruiter Mod
1,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,Applied,29 Sep 2020 11:16:35,29 Sep 2020 11:16:50,,22 Oct 2020,Recruiter Mod
2,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,Shortlisted,29 Sep 2020 11:16:50,29 Sep 2020 11:16:50,,22 Oct 2020,Recruiter Mod
3,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,Shortlisted,29 Sep 2020 11:16:50,29 Sep 2020 11:17:05,,22 Oct 2020,Recruiter Mod
4,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,Shared,29 Sep 2020 11:17:05,29 Sep 2020 11:18:06,,22 Oct 2020,Recruiter Mod
5,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,Selected,29 Sep 2020 11:18:06,29 Sep 2020 11:20:43,,22 Oct 2020,Agency Manager
6,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,Interview,29 Sep 2020 11:20:43,29 Sep 2020 11:22:12,,22 Oct 2020,Recruiter Mod
7,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,PassInterview,29 Sep 2020 11:22:12,29 Sep 2020 11:24:15,,22 Oct 2020,Agency Manager
8,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,SecurityClearance,29 Sep 2020 11:24:15,29 Sep 2020 11:24:17,,22 Oct 2020,Recruiter Mod
9,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,Assessment,29 Sep 2020 11:24:17,29 Sep 2020 14:09:27,,22 Oct 2020,assessor cg
10,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,JobOffer,29 Sep 2020 14:09:27,17 Oct 2020 07:51:17,,22 Oct 2020,Recruiter Mod
11,مسؤول موارد بشرية,,عبدالله الخطيب,khateeb@gmail.com,1534353636,+966543653463,contractual,93,136,OnBoarding,17 Oct 2020 07:51:17,,,22 Oct 2020,Recruitment Manager
1,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,Applied,29 Sep 2020 11:14:06,29 Sep 2020 11:14:12,,01 Oct 2020,Recruiter Mod
2,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,Shortlisted,29 Sep 2020 11:14:12,29 Sep 2020 11:14:23,,01 Oct 2020,Recruiter Mod
3,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,Shared,29 Sep 2020 11:14:23,29 Sep 2020 11:15:18,,01 Oct 2020,Recruiter Mod
4,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,Selected,29 Sep 2020 11:15:18,29 Sep 2020 11:21:05,,01 Oct 2020,Agency Manager
5,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,Interview,29 Sep 2020 11:21:05,29 Sep 2020 11:23:08,,01 Oct 2020,Recruiter Mod
6,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,PassInterview,29 Sep 2020 11:23:08,29 Sep 2020 11:25:33,,01 Oct 2020,Agency Manager
7,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,SecurityClearance,29 Sep 2020 11:25:33,29 Sep 2020 11:25:35,,01 Oct 2020,Recruiter Mod
8,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,Assessment,29 Sep 2020 11:25:35,29 Sep 2020 14:09:08,,01 Oct 2020,assessor cg
9,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,JobOffer,29 Sep 2020 14:09:08,29 Sep 2020 14:25:45,,01 Oct 2020,Recruiter Mod
10,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,JobOffer,29 Sep 2020 14:25:45,29 Sep 2020 14:25:46,,01 Oct 2020,Recruiter Mod
11,مسؤول موارد بشرية,,طارق عيسى,tissa1@gmail.com,1425363635,+966543537374,civilian,93,135,OnBoarding,29 Sep 2020 14:25:46,,,01 Oct 2020,Recruiter Mod
1,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,Applied,24 Sep 2020 07:23:06,24 Sep 2020 07:35:25,,09 Sep 2020,Recruiter Mod
2,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,Shortlisted,24 Sep 2020 07:35:25,24 Sep 2020 07:35:29,,09 Sep 2020,Recruiter Mod
3,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,Shared,24 Sep 2020 07:35:29,24 Sep 2020 07:36:08,,09 Sep 2020,Recruiter Mod
4,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,Selected,24 Sep 2020 07:36:08,24 Sep 2020 07:36:48,,09 Sep 2020,Agency Manager
5,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,Interview,24 Sep 2020 07:36:48,24 Sep 2020 08:56:20,,09 Sep 2020,Recruiter Mod
6,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,PassInterview,24 Sep 2020 08:56:20,24 Sep 2020 08:57:37,,09 Sep 2020,Agency Manager
7,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,SecurityClearance,24 Sep 2020 08:57:37,24 Sep 2020 08:57:39,,09 Sep 2020,Recruiter Mod
8,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,Assessment,24 Sep 2020 08:57:39,24 Sep 2020 12:02:05,,09 Sep 2020,assessor cg
9,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,JobOffer,24 Sep 2020 12:02:05,24 Sep 2020 13:16:39,,09 Sep 2020,Recruiter Mod
10,Talent manager,,Soham Doe,soh@mailinator.com,7345534534,+966534343434,military,91,134,OnBoarding,24 Sep 2020 13:16:39,,,09 Sep 2020,Recruiter Mod
1,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,Applied,23 Sep 2020 14:43:50,23 Sep 2020 14:44:14,,17 Jan 2020,Recruiter Mod
2,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,Shortlisted,23 Sep 2020 14:44:14,23 Sep 2020 14:44:18,,17 Jan 2020,Recruiter Mod
3,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,Shared,23 Sep 2020 14:44:18,23 Sep 2020 14:44:58,,17 Jan 2020,Recruiter Mod
4,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,Selected,23 Sep 2020 14:44:58,24 Sep 2020 11:54:40,,17 Jan 2020,Agency Manager
5,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,Interview,24 Sep 2020 11:54:40,24 Sep 2020 11:55:38,,17 Jan 2020,Recruiter Mod
6,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,PassInterview,24 Sep 2020 11:55:38,14 Oct 2020 13:06:18,,17 Jan 2020,Agency Manager
7,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,SecurityClearance,14 Oct 2020 13:06:18,14 Oct 2020 13:06:20,,17 Jan 2020,Recruiter Mod
8,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,Assessment,14 Oct 2020 13:06:20,14 Oct 2020 13:36:47,,17 Jan 2020,Recruiter Mod
9,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,JobOffer,14 Oct 2020 13:36:47,15 Oct 2020 07:03:30,,17 Jan 2020,Recruiter Mod
10,Talent manager,,InternalTWO Military,internal2@mailinator.com,7345454343,+966535343534,military,91,133,OnBoarding,15 Oct 2020 07:03:30,,,17 Jan 2020,Recruiter Mod
1,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,Applied,23 Sep 2020 09:51:46,23 Sep 2020 10:35:04,,23 Sep 2020,Recruiter Mod
2,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,Shortlisted,23 Sep 2020 10:35:04,23 Sep 2020 11:34:02,,23 Sep 2020,Recruiter Mod
3,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,Shared,23 Sep 2020 11:34:02,23 Sep 2020 11:44:40,,23 Sep 2020,Recruiter Mod
4,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,Selected,23 Sep 2020 11:44:40,23 Sep 2020 11:47:24,,23 Sep 2020,Agency Manager
5,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,Interview,23 Sep 2020 11:47:24,23 Sep 2020 11:49:46,,23 Sep 2020,Recruiter Mod
6,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,PassInterview,23 Sep 2020 11:49:46,23 Sep 2020 11:52:51,,23 Sep 2020,Agency Manager
7,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,SecurityClearance,23 Sep 2020 11:52:51,23 Sep 2020 11:52:53,,23 Sep 2020,Recruiter Mod
8,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,Assessment,23 Sep 2020 11:52:53,23 Sep 2020 12:04:19,,23 Sep 2020,Recruiter Mod
9,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,JobOffer,23 Sep 2020 12:04:19,23 Sep 2020 12:04:31,,23 Sep 2020,Recruiter Mod
10,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,JobOffer,23 Sep 2020 12:04:31,23 Sep 2020 12:04:31,,23 Sep 2020,Recruiter Mod
